Title,Abstract,Author Keywords,Year,Cited by,DOI,Authors,Source title,EID
Do mobile money services enhance business performance? An empirical analysis of Kenyan businesses,"This study examines the impact of mobile money services on business performance by comparing the performance between businesses that use and do not use mobile money. The analysis empirically draws on cross-sectional data of 1001 Kenyan businesses from the 2018 World Bank Enterprise Survey. Propensity Score Matching is used to control for selection bias and variations in business characteristics. The results reveal that businesses that use mobile money services are more likely to be innovative in products and processes than non-users. However, they perform as well as businesses that do not use mobile money. The results also show that differences in business-specific characteristics such as business size, sector, location, and business obstacles significantly influence the adoption of mobile money by Kenyan businesses. Therefore, these results highlight the importance of mobile money services for Kenyan businesses with effective digital tools and support. Policy recommendations to enhance the financial mobile ecosystem and financial inclusion are discussed.",business performance; empirical analysis; FinTech; Kenya; mobile money,2024,7,10.1177/14657503241230946,Tiwasing P.,International Journal of Entrepreneurship and Innovation,2-s2.0-85185690497
Banking evolution in the digital age: How digital financial inclusion induces systematic financial risk?,"Using panel data from 16 Chinese commercial banks (2011–2022), this study investigates the relationship between digital financial inclusion (DFI) and systemic financial risk. Findings reveal that DFI dimensions differentially affect systemic risk—service depth and digitalization significantly increase risk, while geographical coverage has minimal impact. We identify leverage level and administration costs as critical mediating mechanisms, while capital adequacy and liquidity management capability serve as significant moderating factors. These findings underscore the theoretical underpinnings and regulatory implications of balancing financial innovation with stability in rapidly changing digital landscapes.",Banking stability; Digital inclusive finance; Financial technology innovation; Risk transmission mechanisms,2025,7,10.1016/j.frl.2025.107351,Xie J.,Finance Research Letters,2-s2.0-105002665814
Financial inclusion based on financial technology and risky behaviour of micro-finance institutes: evidence from South Asian micro-finance banks,"Purpose: The purpose of this paper financial technology (FinTech) revolutions are promptly remodelling the worldwide financial industry and facilitating financial inclusion initiatives with the aid of micro-finance institutions. Such hi-tech modifications are anticipated to sell the stableness of the financial system and lessen its predominant actors’ risk-taking behaviour. However, there needs to be more practical proof to guide the effect of financial inclusion based on financial technology on the risky behaviour of South Asia micro-finance institutes. Design/methodology/approach: Therefore, the authors industrialised a fresh index to calculate financial inclusion based on financial technology and empirically measure its position in decreasing the risk-taking approach of micro-finance institutes. The use of numerous robustness examinations endorsed the rationality of the authors’ outcomes. Findings: Z-scoring or standard scoring outcomes of FinInc support the extant studies displaying its incredible connection with economic stability, which interprets as a terrible courting with risky behaviour of micro-finance institutes. Consequently, the authors highlighted the significance of the universality and openness of financial technology solutions in minimising risk of micro-finance institutes. Moreover, the authors concluded that financial technology is greater related to small-size micro-finance institutes. Originality/value: This study currently focusing South Asia, which has not been explored before, and it is the first time to research financial inclusion with Fintech in this area.",Financial inclusion; FinTech; Micro-finance institutes; Risky behaviour; South Asia,2023,7,10.1108/DPRG-12-2022-0149,Hussain S.,Digital Policy Regulation and Governance,2-s2.0-85161873257
FinTech’s impact on grocery retail in Bangladesh: a TAM approach,"Despite the rapid digital transformation, only a fraction of small businesses in Bangladesh actively utilize digital financial services, limiting their growth potential. This study investigates the key factors influencing the adoption of Financial Technology (FinTech) among grocery businesses in Bangladesh, using the Technology Acceptance Model (TAM) to assess the roles of perceived usefulness, perceived ease of use, and attitudes toward digital financial tools. A quantitative research approach was employed, collecting data from 396 grocery businesses in Bangladesh through structured questionnaires. Structural equation modeling (SEM) was applied using STATA and the SmartPLS package to validate the measurement model and test hypothesized relationships. The results reveal that both perceived usefulness and ease of use significantly shape attitudes toward digital financial adoption, which in turn strongly influences adoption intent. Furthermore, attitudes mediate the impact of perceived usefulness and ease of use on adoption intentions, underscoring the role of cognitive perceptions in shaping digital transformation in the grocery sector. The study focuses exclusively on grocery businesses in Bangladesh, which may limit its applicability to other industries or regions. Future research could extend the model by incorporating additional factors such as social influence and regulatory support across different business sectors. The findings offer actionable recommendations for policymakers and business leaders, emphasizing the need for financial literacy programs, improved digital infrastructure, financial incentives, and stronger public–private collaboration to accelerate digital payment adoption in the grocery sector. This study contributes to the existing literature by applying the TAM framework to the unique context of small-scale grocery businesses in a developing economy. It provides a nuanced understanding of how perceived value and usability influence digital financial adoption, offering strategic insights for enhancing financial inclusion in Bangladesh.",FinTech adoption; Grocery businesses; Structural equation modeling (SEM); Technology Acceptance Model (TAM),2026,7,10.1007/s12597-025-00955-5,Rana M.,Opsearch,2-s2.0-105006830699
Banking regulation got you down? The rise of fintech and cryptointermediation in Africa,"Lack of access to financial services is a problem for many; worldwide, one in four adults does not have a checking or savings account. Financial institutions with active, low-balance accounts often face considerable challenges compared to larger financial institutions (Black, 1979). Adding a fixed regulatory cost of servicing accounts can affect relative costs and thus generate an Alchian-Allen effect (the third law of demand) that leads financial institutions to quit servicing these low-balance accounts. Regulators may prefer this outcome as it is easier to regulate and extract rents from large financial institutions. Data indicates more underbanking in countries with lower income and more regulation. This article looks at the barriers traditional financial intermediaries often face in less developed nations and then looks at how fintech and cryptocurrencies enable bank alternatives to lower barriers to entry and expand financial inclusion.",Bitcoin; Deregulation; Economic theory of regulation; Financial intermediation; Financial services; Fintech; Forex; Unbanked,2023,7,10.1007/s11127-023-01090-9,Stringham E.P.,Public Choice,2-s2.0-85167836582
Analysis of the impact of financial inclusion and FinTech on youth labour force participation in the MENA region,"This study examines the determinants of financial inclusion and FinTech, and then evaluates their effects on youth labour force participation in the MENA region. The World Bank's Global Findex 2021 database was used to perform probit estimations and propensity score matching. The results show that young people with higher education levels, higher incomes, mobile phones and Internet access are more likely to be included in the traditional and digital financial systems. In addition, barriers to financial inclusion encompass a lack of documentation, religious constraints and the costs associated with financial services. Furthermore, examining the effect of financial inclusion and FinTech reveals that having formal bank accounts and mobile money accounts, as well as savings, formal loans, and digital transactions, has a significant impact on young people's participation in the labour force.",financial inclusion; FinTech; labour force; MENA; propensity score matching,2024,6,10.18559/ebr.2024.4.1668,Elmasmari H.,Economics and Business Review,2-s2.0-85216405924
Redefining Fintech adoption in emerging market: extending the ISSM model,"This article examines the ongoing usage behavior of consumers utilizing Fintech services in a developing country. It proposes extensions to the ISSM model that include trust, security, and value for sustained use and e-WoM. The data, collected through a pretested survey with purposive sampling, yielded 421 responses from January to March 2024. These responses were analyzed using SmartPLS statistical software 4.0. The major findings suggest that consumer sustained usage behavior is significantly and positively influenced by perceived trust, information quality, service quality, and perceived value. Additionally, sustained usage behavior has a significant and positive influence on consumers' e-word of mouth. This article focuses on Fintech usage in Kazakhstan, a developing country, addressing a gap in existing research that predominantly centers on developed economies. Moreover, this context offers unique insights due to its rapid digital transformation initiatives and significant challenges in financial inclusion.",e-word of mouth; Fintech; ISSM model; Perceived security; Perceived trust; Perceived value; Sustained usage behavior,2025,6,10.1057/s41264-025-00312-z,Doszhan R.D.,Journal of Financial Services Marketing,2-s2.0-105012254442
Premier Wallet: banking the unbanked population in Somalia,"Learning outcomes: Upon reading, analyzing and participating in the classroom discussion of this case study, students will be able to use the blue ocean strategy (mainly the Strategy Canvas tool) to analyze how companies establish their products as viable and the go-to solution for consumers; perform a competitive analysis for competitive products; learn how to use data from the case, including industry trends, to predict the future market position of products; and learn how to develop strategies for new products in the market. Case overview/synopsis: Abdishakur M. Afrah, who served as the Head of Business Development at Premier Bank, oversaw a substantial banking portfolio, which included Premier Wallet – the first digital wallet in Somalia. This case study outlines Premier Wallet’s journey and its transformative impact on the banking sector. Owing to the mobile wallet, consumers could, for the first time, engage in purchasing, withdrawing cash, shopping online and topping up without needing a bank account at Premier Bank. This allowed for the financial inclusion of the unbanked Somali population. This case study also highlights the Wallet Send feature, a disruptive feature that challenged the prevalent Hawala system in Somalia. This feature enabled customers to send money across 110 countries via their smartphones, facilitating direct deposits to the mobile or bank accounts of their family and friends or to cash withdrawal points nearby. Despite these advanced features, Premier Wallet struggled with broader acceptance, hindered by a mere 9% internet penetration, the absence of a national identification (ID) system and stiff competition from WAAFI, a fintech application supported by Hormuud Telecom, Somalia’s leading telecommunications company. The case study also delves into the strategic decisions Afrah had to make to position Premier Wallet as the top mobile money option for consumers in Somalia. Complexity academic level: This case study is suited for undergraduate-level courses. Supplementary materials: Teaching notes are available for educators only. Subject code: CSS 3: Entrepreneurship.",Africa; Blue ocean strategy; Competitive strategy; East Africa; Innovation; Marketing; Red ocean strategy; Somalia; Strategy Canvas,2023,6,10.1108/EEMCS-01-2023-0030,Hassan M.M.,Emerald Emerging Markets Case Studies,2-s2.0-85178456126
Does P2P lending promote the traditional bank-based financial inclusion? Spatial evidence from 34 developing economies,"Whilst prior literature often suggests that P2P lending address the credit needs of borrowers unserved and underserved by the formal banking sector, this paper contends that the significance of P2P lending extends beyond merely bridging the credit gap created by banks. By empowering the borrowers (often marginalised entities) with knowledge, skills, confidence and necessary documentations, P2P lending plays a transformative role, facilitating these borrowers towards their eventual acceptance and integration into the traditional banking system. We then formally investigate the impact of P2P lending on the traditional bank-based financial inclusion for a group of 34 developing countries during 2013–2020, considering spatial dependence amongst these nations. We find that, first, there is positive cross-country spatial dependence in the traditional financial inclusion, substantiating the use of spatial analysis. Second, utilising the Spatial Durbin Model which is found to be the most suitable specification, we find that P2P lending enhances the traditional financial inclusion, both domestically and in neighbouring economies. Third, the above holds when the largest P2P lender amongst developing nations (i.e., China) and/or the impact of the Covid pandemic (i.e., year 2020) is excluded. Fourth, removing the Covid-19 effect strengthens the positive influence of P2P lending on traditional financial inclusion, signifying the importance of economic stability and connectivity in fostering this relationship. Finally, the robustness of these findings is confirmed with an alternative weight matrix.",Developing countries; Financial Inclusion; FinTech; P2P lending; Spatial analysis,2025,6,10.1016/j.ribaf.2025.102947,Koranteng B.,Research in International Business and Finance,2-s2.0-105004885072
Credit scoring model for fintech lending: An integration of large language models and FocalPoly loss,"Fintech lending experiences high credit risk and needs an efficient credit scoring model, but it also faces limited data sources and severe class imbalance. We develop a novel two-stage credit scoring model (called LLM-FP-CatBoost) by solving the two issues simultaneously. Large language models (LLMs) initially extract narrative data as a supplementary credit dataset. A new FocalPoly loss is then incorporated with CatBoost to handle the class imbalance problem. Extensive comparisons demonstrate that the proposed LLM-FP-CatBoost significantly outperforms the benchmarks in most circumstances. When making pairwise comparisons between LLMs on the fintech lending dataset, we found that the Chinese-specific LLM, i.e., ERNIE 4.0, achieves the best overall performance, followed by GPT-4 and BERT-based models. The performance decomposition reveals that the superiority is mainly attributed to the new data source extracted by the LLMs. The SHAP algorithm further ensures the interpretability of LLM-FP-CatBoost. The superiority of the proposed LLM-FP-CatBoost model remains robust to hyperparameters of the loss function, specific LLMs, and other extraction methods of narrative data. Finally, we discuss some managerial implications concerning credit scoring in fintech lending.",BERT; Credit scoring; ERNIE 4.0; Fintech lending; Focal loss; GPT-4; Imbalanced learning; Large language model,2025,6,10.1016/j.ijforecast.2024.07.005,Xia Y.,International Journal of Forecasting,2-s2.0-85211207025
Responsible access to credit for sole-traders and micro-organizations under unstable market conditions with psychometrics,"In a context of market volatility, the growing complexity of financial products, and a shift towards self-employment, there is an increasing demand for inclusive financial services for sole traders and micro-organizations. To address this need, we conducted a study using real-time data from a Fintech lender in the Czech Republic to assess the effectiveness of a new financial literacy based psychometric credit scoring model (PSM) in improving access to finance for micro, small and medium sized enterprises (MSME) sector, particularly sole traders, and micro-organizations, during volatile market conditions. This study affirms that PSMs play a significant role in responsibly including this underserved sector. Specifically, we observed a 30% higher approval rate and a 23% lower default rate when utilizing the PSM versus the traditional credit scoring model (TCSM). Moreover, during the period of substantial market volatility and instability, such as the state-of-emergency during the COVID-19 pandemic, the PSM exhibited a 13% higher approval rate at a 20% lower default rate than the TCSM. This evidence supports the proposition that PSMs offer a viable option for promoting financial inclusion and targeted financial education among MSMEs in the face of instable financial markets.",COVID-pandemic; financial inclusion; innovative credit scoring; psychometrics; Small business lending,2026,6,10.1080/1351847X.2024.2357569,van Thiel D.,European Journal of Finance,2-s2.0-85195998911
Social influence or religiosity? New factors determining the adoption of Paytech services in Islamic countries,"Purpose: This study aims to identify the factors that may account for the intention to use Paytech services within an Islamic context. The authors propose an expanded version of the Technology Acceptance Model (TAM), which includes religiosity (R) and social influence (SI), to develop a causal-predictive analysis. Design/methodology/approach: The research model and hypotheses were assessed using partial least square-structured equation modeling on data collected from 531 potential Paytech users. Findings: The results reveal that religiosity has a more significant direct effect on the intention to use Paytech services than on actual use, while social influence has a more significant direct effect on use than on the intention to use Paytech services. Research limitations/implications: Cultural differences within the Middle East and North Africa region could influence the acceptance and usage of the new Paytech services. Practical implications: The valuable insights gained from this study can help Fintech managers, financial institutions and developers of new financial services design effective strategies to encourage user adoption of Paytech services. Companies could prioritize implementing word-of-mouth marketing initiatives to encourage early adopters to recommend the service. Social implications: The Paytech services would enable access to financial services for the entire Muslim population regardless of their location, gender or age, thereby fostering financial inclusion. Originality/value: To the best of the authors’ knowledge, this study is the first to explore the intention to use Paytech services in two Islamic countries: Saudi Arabia and Palestine. From a theoretical perspective, this work contributes to the academic literature by analyzing the mediating effects of two external variables, religiosity and social influence.",Extended TAM; Islamic fintech; Paytech services; Religiosity; Social influence; TAM-SIR,2025,6,10.1108/IMEFM-01-2024-0011,Albort-Morant G.,International Journal of Islamic and Middle Eastern Finance and Management,2-s2.0-85214832229
The combined role of FinTech innovation and financial literacy in sustainable financial inclusion in Nigeria,"Financial inclusion remains a critical challenge in Nigeria, particularly in rural areas where access to financial services and financial literacy levels are significantly low. While FinTech innovations have the potential to bridge this gap, existing research has not fully examined the comparative effects of financial technology adoption and financial literacy on financial inclusion. Specifically, prior studies fail to assess how both factors interact and whether financial inclusion is primarily driven by improved access to FinTech services, enhanced financial literacy, or a combination of both. This study investigates the adoption, accessibility, and affordability of FinTech products in Nigeria while assessing individuals’ ability to effectively utilize these technologies. Using survey data from rural populations, our study examines how FinTech innovations influence the uptake of financial services that contribute to wealth circulation and economic growth. We reveal that while FinTech adoption has increased among rural dwellers, financial literacy has a more significant impact on financial inclusion than access to FinTech services. This is largely due to the continued dominance of traditional banks as primary FinTech service providers, whose presence is predominantly concentrated in urban areas. Consequently, rural financial inclusion remains constrained despite the growing availability of digital financial solutions. We address the need for targeted strategies to enhance financial literacy and improve access to FinTech services in rural areas. Policymakers and FinTech companies should prioritise financial education initiatives and develop more inclusive digital financial solutions to accelerate financial inclusion in rural areas.",Financial inclusion; Financial innovation; Financial literacy; Financial technology; Rural dwelling,2025,6,10.1007/s12232-025-00490-1,Sam-Abugu C.,International Review of Economics,2-s2.0-105006675892
The promotion effect and spillover effect of financial technology on regional innovation: evidence from China,"The development of Financial Technology (FinTech) has transformed financial services by generating new business models and supporting regional innovation by solving the financing constraints of innovative actors. This study assesses regional innovation by constructing a spatial matrix and measuring the level of regional FinTech with the Digital Financial Inclusion Index (DFII) based on the number of patents obtained in each region. It then examines the impact of FinTech on regional innovation, its action mechanism and inter-regional spatial spillover effects from the perspective of financing constraints, filling the gap in direct academic empirical research on the impact of FinTech on regional innovation. The empirical results show that the development of FinTech significantly promotes regional innovation, with a spatial spillover effect. Hence, governments should encourage the integration of finance, emerging technologies and FinTech development. Doing so may help solve the financing constraints of innovative activities, optimise the industry-financing patterns and promote the effective allocation of resources.",development; financial services; Innovation; spatial spillover,2025,6,10.1080/09537325.2024.2328144,Wang Z.,Technology Analysis and Strategic Management,2-s2.0-85188459686
Digital engagement in financial inclusion for bridging the gendered entrepreneurial financial gap: evidence from India,"The rising tide of women entrepreneurship, the unparalleled rise in fintech, and the inclusive nature of digital technologies led to the democratization of entrepreneurship, challenging structural constraints ascribed to gender-specific roles. The democratization underscores the economic implications of women entrepreneurs’ digital engagement in response to global digital by default. Hence, through the social cognitive theory, the study examines whether leveraging Digital Financial Literacy ensures Financial Inclusion for women entrepreneurs, unveiling the potential of digital engagement in bridging the entrepreneurial-gendered financing gap, which has been explored less. A primary survey of 214 women entrepreneurs was analysed using Hayes PROCESS macro-model 8. The findings reveal that Digital Financial Literacy significantly influences Financial Inclusion and Firm Performance. Financial Inclusion partially mediates the relationship between Digital Financial Literacy and Firm Performance. However, Financial Behaviour negatively moderates the relationship between Digital Financial Literacy and Firm Performance and remains insignificant between Digital Financial Literacy and the Financial Inclusion link. Hence, the study offers insights to entrepreneurs, policymakers, and academicians on the potential of Digital Financial Literacy in narrowing the gender finance gap. It also emphasizes the need to improve the financial behavior of women entrepreneurs.","Business, Management and Accounting; digital financial literacy; Finance; financial behavior; Firm performance; Gender & Development; gender bias; gender equality; Gender Studies - Soc Sci; Women entrepreneurship",2025,6,10.1080/23311975.2025.2518492,Peter S.,Cogent Business and Management,2-s2.0-105008319923
Asymmetric Impact of Digital Finance on Poverty and Income Inequality Using NARDL Approach: Evidence from Indonesia,"The growing global demand for cellular devices and internet connection is a very significant advancement in promoting financial inclusion, changing the financial services environment in many low- and middle-income countries (LMICs). As per the World Bank report “Indonesia's Rising Divide,” there has been a rise in inequality inside the country. The wealthiest 20% of the population increased their spending from 45.98% in September 2022 to 46.71% in March 2023. The inequality is likely to culminate into the menace of poverty also. Using the asymmetrical NARDL model, the study determines how financial inclusion through digital finance has affected poverty and income inequality in Indonesia during the period 1999–2022. According to the findings, financial technology adoption can effectively lower rates of poverty and lessen income inequality over an extended period of time; nevertheless, the relationship is an asymmetrical one. So, there is a need to incentivize traditional financial institutions, and internet firms should augment digital financial goods and technology.",Digital finance; Income inequality; NARDL; Poverty,2025,6,10.1007/s13132-024-02454-2,Tarique M.,Journal of the Knowledge Economy,2-s2.0-105005989457
The Impact of Bank Fintech on Corporate Short-Term Debt for Long-Term Use—Based on the Perspective of Financial Risk,"Information asymmetry between banks and enterprises in the credit market is essentially the microfoundation of financial risk generation. The frequent occurrence of corporate debt defaults, mainly due to the behavior of short-term debt for long-term use (hereinafter referred to as “SDLU”), further aggravates the contagion path from individual liquidity crisis to systemic repayment crisis. In order to test whether bank financial technology (hereinafter referred to as “BankFintech”) can mitigate SDLU and reduce the possibility of financial risks, this study matched the loan data of China’s A-share listed companies with the patent data of bank-invented Fintech from 2013 to 2022 to construct the BankFintech Development Index for empirical analysis. The empirical results show that the development of BankFintech can significantly inhibit SDLU. The mechanism test reveals that BankFintech reduces bank credit risk and liquidity risk by lowering firms’ risk-weighted assets, improving capital adequacy and liquidity ratios, tilts banks’ lending preferences toward duration-matched long-term financing, and “forces” enterprises to take the initiative to improve their financial health and information transparency, enhance their ability to obtain long-term loans, and realize the active management of mismatch risk. Heterogeneity analysis finds that the effect is more significant in non-state-owned enterprises and technology-intensive industries. Further analysis shows that the level of enterprise digitization, the intensity of financial regulation, and related financial policies significantly moderate the marginal effect between the two. This study verified the “Porter’s Risk Mitigation Hypothesis” of Fintech, providing empirical evidence for effectively cracking the financial vulnerability caused by debt maturity mismatch and deepening financial supply-side reform.",bank fintech; financial risk; information asymmetry; short-term debt for long-term use,2025,6,10.3390/ijfs13020068,Wu W.,International Journal of Financial Studies,2-s2.0-105008920225
FINTECH P2P LENDING AND BANK LOAN IN TIME OF COVID-19,"This study investigates the dual impact of peer-to-peer (P2P) FinTech lending and the COVID-19 pandemic on bank lending in Indonesia spanning from 2016 to 2022. Rooted in Christensen’s theory of disruptive innovation, the research underscores how FinTech startups, by leveraging innovative technology, create intense competition for traditional banks (Christensen, 1997). Analyzing data from 121 banks, the findings reveal that the proliferation of P2P lending negatively influences bank loan growth, indicating a potential diversion of borrowers from traditional institutions. Surprisingly, the COVID-19 pandemic exhibits no significant impact on overall bank lending, highlighting the sector’s stability owing to government and financial institution interventions. Notably, when scrutinizing the joint impact of P2P lending and the pandemic, a positive effect on bank lending emerges, particularly benefiting smaller banks. This suggests that P2P lending activities complement traditional bank lending, especially during challenging periods like the pandemic. Smaller banks, in particular, demonstrate adaptability and resilience by strategically leveraging P2P lending, countering disruptions. The study underscores the pivotal role of smaller banks in navigating economic challenges, providing valuable insights for policymakers, regulators, and financial institutions to adapt to the evolving landscape of financial technology and enhance financial access for the public.",Bank Lending; COVID-19; Financial Technology; Peer-To-Peer Lending,2024,6,10.22495/rgcv14i1p8,Langi C.R.,Risk Governance and Control Financial Markets and Institutions,2-s2.0-85196916724
"TECHNOLOGY ACCEPTANCE MODEL, TRUST, AND FINANCIAL BEHAVIOR IN SHAPING CONSUMER WELL-BEING: INSIGHTS FROM FINTECH ADOPTION IN URBAN INDONESIA","Consumer well-being reflects subjective physical, emotional, and psychological satisfaction derived from services. This study investigates how the Technology Acceptance Model (TAM), trust, and intention to use fintech services influence consumer well-being in urban Indonesia, with financial behavior as a moderating variable. The research surveyed 390 active fintech users in the Jabodetabek metropolitan area in Indonesia, which includes Jakarta, Bogor, Depok Tangerang, and Bekasi selected due to their high engagement with digital financial services, with the survey being conducted over a three-month period from May to July 2024. The findings reveal that TAM and trust significantly influence consumers’ intention to use fintech services, which mediates their impact on consumer well-being. Notably, intention to use has the strongest direct effect on well-being (path coefficient = 0.548, p < 0.001). However, financial behavior does not significantly moderate the relationship between intention to use and wellbeing (p = 0.441). These results highlight the pivotal role of trust and ease of access in enhancing consumer satisfaction. From a practical perspective, the findings suggest that fintech providers and policymakers should focus on financial literacy to mitigate risks associated with unregulated fintech use. This study extends theoretical insights into the intersection of technology acceptance and consumer behavior, emphasizing the importance of user-centered approaches. Future research should explore these dynamics in rural contexts to compare community-specific impacts.",consumer well-being; digital financial services; financial inclusion; fintech adoption; TAM; trust,2025,6,10.21511/im.21(2).2025.16,Budiyanto A.,Innovative Marketing,2-s2.0-105008020233
Competing with bitcoin - some policy considerations for issuing digitalized legal tenders,"The proliferation of peer to peer virtual alternatives to traditional banknotes has raised concerns among policymakers about the future of traditional means of making pay ments and how it might affect monetary policy implementation and its effectiveness. This study provides a brief overview of the existing research in this area. It compares positions taken in the literature by authors on some of the key policy issues releva nt for central banks when thinking about the issuance of digitalized legal tenders. We examine the implications of government issued digital alternatives to traditional currencies for monetary policy effectiveness, payments and settlements, and financial m arket stability. We also discuss recent advances in financial technology to improve the making of payments and settlements, which might help contribute to financial inclusion. At the same time, new technologies represent challenges for regulatory authoriti es, for instance related to efforts to contain anti money laundering and prevent financing of terrorism. A number of authors argue that government issued digital currency is necessary to address the flaws in private crypto currencies, and to improve moneta ry policy effectiveness. Central banks have begun to analyze possible features of digitalized legal tenders, to better understand the policy considerations involved and effects these could have for interest rate transmission and financial markets, but ther e is no clear consensus on key modalities associated with digitalized legal tenders. Moreover, many central banks do not regard privately issued virtual currencies as a serious threat to traditional currencies. Given the ongoing debate, it is difficult to make firm predictions about the impact of central bank issued digital currencies on monetary policy transmission and financial markets at this point.",Digital currencies; Financial market st ability; Monetary policy effectiveness; Payments and settlements,2019,6,10.5430/ijfr.v10n4p1,Kovanen A.,International Journal of Financial Research,2-s2.0-85071229705
Fintech adoption in emerging economies: exploring demographic patterns and preferences,"Purpose: This study aims to explore the relationship between demographic factors and Fintech adoption in emerging economies, analyzing patterns across segments to identify key drivers and barriers shaping adoption trends and consumer preferences. Design/methodology/approach: This study integrates longitudinal data (2011–2021) for 15 emerging economies from the Global Findex Database, Human Development Index, Sustainable Development Goals Index and Information and Communications Technology (ICT) Indicators for a comprehensive Fintech adoption analysis. It introduces three composite indices – Economic, ICT Infrastructure and Financial Infrastructure Scores – ensuring a structured, comparative approach. Triangulating diverse datasets provides granular insights into economic, technological and financial drivers of Fintech adoption. Findings: Economically stronger nations exhibit higher Fintech Scores, reflecting greater digital financial adoption. However, socioeconomic, regulatory and technological factors create deviations. While advanced ICT and robust banking systems facilitate Fintech growth, adoption varies due to regulatory policies, cultural attitudes and consumer behavior, highlighting the need for context-specific strategies. Research limitations/implications: The study’s reliance on aggregated data may overlook intra-country regional disparities and does not fully account for cultural and behavioral nuances influencing Fintech adoption. Practical implications: Tailored strategies are essential to enhancing digital literacy, fostering trust in Fintech solutions and mitigating barriers faced by underserved segments. Policymakers and stakeholders must prioritize inclusive regulatory frameworks and investments in ICT and financial infrastructure to bridge accessibility gaps. Originality/value: This study adds novel insights into the demographic dynamics of Fintech adoption in developing economies, contributing to the growing body of literature on financial inclusion and technological innovation.",Demographic factors; Emerging economies; Financial inclusion; Fintech adoption; Multidimensional approach; Technological innovation,2025,6,10.1108/JEAS-10-2024-0402,Singla M.,Journal of Economic and Administrative Sciences,2-s2.0-105005280204
"Strategic insights: evaluating SDG 4, SDG 8, SDG 9 and SDG 16 in driving sustainable growth in the global FinTech landscape","Purpose: To strategically evaluate the sustainable development of the FinTech industry on a global scale, which has not been done to date. This study aims to address this scientific problem and empirically analyze the contribution of the sustainable development goals (SDGs) and their indicators to the sustainable growth in the FinTech sector, whose impact is fundamentally changing the financial services sector, considering perspectives from business, academia and the public sector. The main contribution of this paper is, therefore, the identification of strategically relevant sustainability indicators and factors for defining and assessing the sustainability of the FinTech industry at the national level, and their application in further research and practice globally. Design/methodology/approach: Multicriteria simple additive weighting is used in quantitative empirical research. Findings: Three primary conclusions are indicated by the study’s results: the SDGs 9 “Industry, Innovation, and Infrastructure,” SDG 4 “Quality Education,” SDG 8 “Decent Work and Economic Growth” and SDG 16 “Peace, Justice, and Strong Institutions” are the most important for the sustainable growth of the FinTech industry. Unrestricted public access to FinTech and an educated working-age population are the main factors influencing the sustainable development of the FinTech industry. Northern Europe, with Finland, Germany, the Netherlands and Sweden leading the way, has the best sustainable development results related to the FinTech industry. Practical implications: The results of the study are practically useful and applicable both to policymakers seeking to strategically bolster sustainable growth within the framework of the FinTech industry, and to FinTech companies conducting strategic development internationally. Originality/value: The study initiates a discussion in the scientific community about what constitutes sustainable development of the global FinTech industry, which is currently not defined.",Digital finance; Digital financial inclusion; FinTech development; FinTech industry; Sustainable development; Sustainable development goals (SDG),2025,6,10.1108/RIBS-02-2024-0019,Pauliukevičienė G.,Review of International Business and Strategy,2-s2.0-85210375022
Does FinTech enhance the effectiveness of financial inclusion to reduce income inequality? Evidence from Sub-Saharan Africa,"Purpose – The research aims to achieve three goals. First, it examines the effect of FinTech on income inequality in SSA. Second, it assesses the effect of financial inclusion on income inequality in SSA. Lastly, it analyzes whether FinTech enhances the effectiveness of financial inclusion in reducing income inequality in SSA. Design/methodology/approach – The study adopts robust econometric techniques such as the traditional ordinary least square (OLS) estimation technique, the two-step system GMM, the Driscoll–Kraay covariance matrix estimator and the PVAR Granger causality model. The two-step GMM helps us to address endogeneity and simultaneity issues and small sample bias inherent in dynamic panel models. Similarly, the Driscoll–Kraay covariance matrix estimator addresses panel data’s potential cross-sectional, temporal and spatial dependence. Findings – The study finds that FinTech does not directly engender a reduction in income inequality. Similarly, the study shows that financial inclusion may not directly facilitate a reduction in income inequality. However, we find that FinTech pushes financial inclusion to engender a reduction in income inequality in SSA. Further, the results show that FinTech Granger causes financial inclusion in SSA. Lastly, we find that technology infrastructure (captured by mobile cellular subscription and the share of the population with internet access) and the level of education (proxied by mean years of schooling) are important channels through which FinTech pushes financial inclusion to reduce income inequality. The research and policy implications are discussed. Originality/value – The study investigated the efficacy of FinTech in deepening financial inclusion and reducing income inequality in SSA.",B26; Financial inclusion; FinTech; Income inequality; O3; O55; Q55; SSA; Technology infrastructure,2026,6,10.1108/IJOEM-04-2024-0663,Olaoye O.O.,International Journal of Emerging Markets,2-s2.0-105000039423
