Title,Abstract,Author Keywords,Year,Cited by,DOI,Authors,Source title,EID
Gamification and I Immersive Experiences in Museums as Audience Development Strategy – The Case of Croatian Museums,"Technology has always been playing a significant role in interpretation and presentation of cultural heritage, both the objects exhibited in museums and heritage present in situ. Enhancement in the field of extended reality can be seen as the gamechanger for the heritage presentation, with the immersiveness and gamification having the potential of turning nonvisitors into visitors. Cultural institutions, city governments, tourist offices and heritage sites are turning towards the concepts of immersive and gamified heritage, trying to reach new segments of visitors and tourists. The paper brings an extensive contemporary literature review on the immersive technologies in museums and heritage sites, and audience development trends in museums in general. The paper deals with the research problem of immersive technologies as audience development strategies of Croatian museums. The research questions are the following: Is the general population interested in current museums' offerings? Will the interest for the museums' offerings rise if they would offer an immersive and gamified experience? The research has been conducted on the general population as cultural audiences, exploring their attitudes towards museums, video games, immersive realities, and use of gamification and immersiveness in museum offerings.",heritage interpretation; immersive technologies; interactive media; marketing strategies; words: museum management,2023,4,10.5671/ca.47.4.5,Mavrin I.,Collegium Antropologicum,2-s2.0-85191727608
Analyzing Customer Engagement with Gamification Approach in the Banking Sector Using the Rasch Model,"This study investigates the instruments used to measure consumer engagement in mobile banking applications that employ gamification strategies. Customer engagement plays a crucial role in the effectiveness of e-marketing strategies, particularly for relationships, products, services, and brands. Gamification has emerged as a promising approach for promoting content marketing. Primary data from active users of mobile banking applications were collected from various banks and analyzed using the Rasch model to assess the instrument's efficiency. The study involved 451 participants and considered demographics, customer involvement, psychological aspects, game elements, and 26 dimensions. The results indicate that the average Outfit Mean Square (MNSQ) scores for individuals and items obtained from analyzing 49 questions with the Rasch model fall within the desirable range of 0.5-1.5. The mean values of INFIT and OUTFIT MNSQ, as well as INFIT and OUTFIT ZSTD, closely approximate the desired level. Additionally, the instrument demonstrates strong reliability with a coefficient alpha of 0.94. In conclusion, the findings suggest that the respondents understood the instruments employed in this study well and effectively facilitated data collection.",analysis instruments; customer engagement; gamification; mobile banking applications; Rasch models,2024,4,10.18280/isi.290323,Prasetyaningrum P.T.,Ingenierie Des Systemes D Information,2-s2.0-85196480024
Mapping evolving immersive customer experiences (CX) and virtual engagement in the metaverse: insights from bibliometrics-topic modelling synthesis,"This study maps the research landscape of immersive customer experience (CX) in the metaverse by synthesizing bibliometric analysis and topic modelling. Using 1,460 Scopus indexed journal articles (2000–2025), we examined publication trends, prolific authors, journals, and country contributions, and applied Latent Dirichlet Allocation (LDA) topic modelling, uncover thematic structures. Findings show 22.78% in publications, with increasing global contributions from countries like India, Malaysia, and South Korea. Seven core themes emerged: CX enhancement, brand engagement and virtual services, marketing research trends in CX, digital marketing and NFT adoption, AI-driven engagement, immersive business value creation, and consumer behaviour in virtual retail. While the field is developing, metaverse-specific CX models and measurement tools remain underdeveloped. The study advances theory by CX frameworks to immersive, co-created, and avatar-mediated experiences, and offer practical guidance for firms to adopt customer-centric strategies that leverage AI, gamification, and virtual branding. To our knowledge, this is the first work to combine bibliometric and topic modelling to chart CX research in the metaverse, highlighting current research frontiers and future research agenda.",Bibliometrics; Customer experience (CX); Dual analysis; Immersive experiences; Latent Dirichlet Allocation (LDA); Metaverse; Topic modelling,2025,4,10.1007/s41870-025-02954-7,Bashar A.,International Journal of Information Technology Singapore,2-s2.0-105024314394
Identifying the Applications of Gamification for Audience Attraction in Public Libraries,"Gamification has emerged as an engaging approach to motivate participation and enhance experiences in diverse contexts. This study aimed to identify potential applications of gamification for attracting audiences to public libraries. Data was collected through semi-structured interviews with gamification experts, using purposive and snowball sampling, with thematic analysis revealing 16 main themes and 56 sub-themes. Our results show the potential of gamification to increase reading rates, help organize interesting events/challenges, and improve interactivity, the book lending process, library appeals, program awareness, user experience, educational activities, brand loyalty, participatory/volunteer activities, patron guidance, book searching, resource returns, marketing, and scientific/economic outputs in public libraries. This study highlights the fundamental and influential role of gamification in advancing public libraries and improving services in libraries. A dedicated gamification platform and system could enable libraries to engage librarian visitors, with further research needed to continue building knowledge in this emerging area.",game design; gamification; Iran; library services; public libraries,2024,4,10.1515/libri-2023-0123,Khademi Zare S.,Libri,2-s2.0-85196675945
The impact of gamification on academic performance: the case of digital marketing in Lebanon,,Academic performance; Boredom; Gamification; Innovativeness; Perceived enjoyment; Perceived teacher support; Quality education,2025,4,10.1108/EJIM-04-2024-0411,Shatila K.,European Journal of Innovation Management,2-s2.0-85208251120
"It Is Probably Fake but Let Us Share It! Role of Analytical Thinking, Overclaiming and Social Approval in Sharing Fake News","This study investigates whether and how analytical thinking, overclaiming, and social approval are associated with the intention of sharing fake news on social media. To randomize each respondent to a group and treatment and to test of several hypotheses simultaneously, two by two factorial design was used. An online survey (N = 1160) on Iranian social media revealed that overclaiming and social approval are positively related to sharing fake news on social media. Surprisingly, analytical thinking yielded no significance. We believe that in order to show more knowledge users tend to share information with high social approval irrespective of their credibility. Although CRT proved no relation with sharing, significant differences among male and female users were found. The proven relation between sharing more and overclaiming more reveals a marketing opportunity. Gamification of communication which provides a vehicle for users to overclaim their knowledge to their peers on social media might be a suitable strategy on social media to spread the message.",analytical thinking; Fake news; overclaiming; social approval; social networks,2023,4,10.1177/09732586221116464,Rahmanian E.,Journal of Creative Communications,2-s2.0-85138412237
The potential of location-based gamification apps for promoting sofia as a tourist destination,"The main aim of the research is to identify the potential of location-based gamification apps for promoting tourist destinations. The specific goal is to investigate and evaluate the existing gamified apps for Sofia and reveal their potential as a marketing tool for enhancing the capital as a tourist destination. The study is based on a literature review on the topic and desk research of the available location-based gamification apps for promoting Sofia as a tourist destination thus allowing a comparative analysis of the main attributes of the gamified apps to be made. The qualitative research technique of using key informants is also applied, providing an expert source of information and a deeper insight into current and potential practices in the research area and their effec-tiveness. The results indicate that this has the greatest potential for further engagement of users and the co-creation of products and services as well as for raising awareness of the destination. The main limitations are related to the fact that they are a relatively new and little-known marketing tool in the field of tourism, and this predetermines a lack of sufficient knowledge and experience for their use for promotional purposes.",App; Destination; Gamification; Sofia; Tourism,2021,4,10.18778/0867-5856.31.1.13,Mileva S.,Turyzm Tourism,2-s2.0-85137631132
Prediction of Bank Customer Potential Using Creative Marketing Based on Exploratory Data Analysis and Decision Tree Algorithm,"Today's bank marketing uses traditional methods, using standard and boring ads to target prospects. Of course, this can impact the banking process, reducing the number of potential banking customers. Banks need to think outside the box and apply creative marketing ideas to drive their profitable marketing development and marketing success potential. Most consumers consider banking a daily necessity, and it is best to avoid it. If they can take a creative approach to bank marketing, that idea can change. Especially when bank marketing integrates creative bank marketing ideas such as gamification, automation, chatbots, and rewards to encourage potential customers to use banking services, therefore; this study uses a decision tree algorithm with the best trash old decisions to perform a classification process on kaggle.com's bank marketing dataset. The classification process uses Python 3 to find the accuracy value of the decision tree algorithm calculation using K-Fold and scale data. This survey achieved classification results with 82% accuracy, 84% recognition, and 85% accuracy with recommendations and creative marketing solutions.",best trashold determination; classification; creative marketing; decision tree; Python 3,2022,4,10.18280/isi.270409,Basysyar F.M.,Ingenierie Des Systemes D Information,2-s2.0-85139352726
METAVERSE MARKETING: A BUSINESS-TO-BUSINESS ANALYSIS OF BRAND STRATEGIES AND GENERATION Z ENGAGEMENT IN THE SPORTS INDUSTRY,"This research explores the interplay between the services the Metaverse industry provides, including brand gamification, Metaverse marketing factors (novelty, interactivity, Influencer), and their impact on brand advocacy and loyalty among Generation Z within the sports industry. Employing a quantitative approach, the researchers collected data from 384 participants. The findings reveal significant positive relationships between brand gamification and Metaverse novelty and interactivity. The outcomes of Metaverse devices exhibited that consumers developed a strong affinity for specific brands due to the influence of social media influencers. In addition, the vibrant and dynamic realm of the Metaverse has generated a wave of positive brand sentiment among individuals. The research examined the efficiency of transforming brand experiences inside the Metaverse into gamified systems, significantly influencing people and increasing their affection for the brands within the sports industry. Metaverse is a critical tool for Generation Z as this group seeks immersive, active, and engaging experiences, and effective branding in Metaverse can provide a solid appeal to this tech-savvy youth. The findings of this research provide significant managerial implications for both the Metaverse market and the sports industry, highlighting the significance of leveraging the Metaverse for enhanced brand engagement and loyalty among Generation Z.",brand gamification; brand loyalty; Business-to-Business Marketing; Generation Z; L82; M3; metaverse marketing; O33; sports brands; virtual marketing,2025,4,10.24818/EA/2025/70/1091,Hussain S.,Amfiteatru Economic,2-s2.0-105023876416
Sociable Gamification and Social Media Promotions: Personalization of Social Media Promotions Through Strategic Views,"Sociable gamification uses social media and gamification to grow social media promotions strategically. Academic circles lack dialog despite the growing presence of sociable gamification in the strategic applications of social media promotions. This research primarily aims to convey the strategic importance of sociable gamification in social media promotions. The study, guided by the principles of qualitative research, has incorporated the perspectives of 42 practitioners to narrow down the results. The findings revealed the role of such integration in creating personalization, encryption, and minimal invasions. Similarly, competitive gaming through gestural patterns reduces the need for performance marketing and promotes organic visibility across social media. The academic implications introduced a framework to explain the scope of topics within the interdisciplinary research spectrum. The managerial implications highlight the importance of optimization, personification, and channeling in consumer-focused businesses.",digitization; gamification; social media; strategies,2025,4,10.1080/10496491.2025.2466606,Roy G.,Journal of Promotion Management,2-s2.0-105001482965
Factors affecting the acceptance of gamification application in e-banking,"Gamification is a popular trend that is applied in many fields such as marketing, advertising, ed-ucation, administration, and communication. In the field of electronic banking (e-banking), gam-ification uses the available content of businesses, exploits in many different aspects and aims at the ultimate goal of increasing sales, achieving effective marketing. The objective of this paper is to study the factors affecting the adoption of gamification in the field of e-banking. Based on the Technology Acceptance Model (TAM), through a survey of 193 managers, bankers and custom-ers, gamification application has had a positive impact on the acceptance of this new trend in e-banking. The research results show that: ease of use, usefulness, enjoyment, and convenience have an effect on acceptance of gamification. It also shows that clients can manage their investments and buy more mutual funds, thus increasing their chances of winning the game.",e-banking; e-WOM; Gamification,2023,4,10.5267/j.ijdns.2023.3.011,Anh T.L.,International Journal of Data and Network Science,2-s2.0-85152047002
Gamified Customer Experience and Engagement in Amazon Online Retailing Company in The Covid -19 era,"This study aims to fill the gap between gamification features and their impacts on practical marketing activities in The Covid -19 era by providing a comprehensive analysis between gamification features: immersion (storytelling), achievement (reward), and social (competition) on customer experience (CX) and engagement (CE). In this study, a Quasi-experimental design method was used to examine the relationship of the gamification features on CX and engagement. To investigate, an online survey was distributed to 200 students and they were exposed to three different scenarios randomly. Structural equation modeling, Analysis of variance (ANOVA), t-test, regression, path analysis and Sobel test were used to evaluate the impacts of gamification on CX and engagement. The results reveal that gamification has positive effect on CE and CX while, achievement has a more substantial impact than immersion and social on CX, competition has a stronger positive effect than storytelling but weaker positive effect than reward.",Achievement features; Customer engagement (CE); Customer experience (CX); Gamification; The Covid -19,2023,4,10.7903/ijecs.2055,Akbari M.,International Journal of Electronic Commerce Studies,2-s2.0-85148880959
Are Gamification and Consumer Happiness the Links Between Gourmet Food Packaging Design and Mobile Points of Sales?,"Based on the idea of gamified food packaging, the article follows several studies to propose a new integrative framework in gamified gourmet food packaging, lighting a new study area of the interplay of mobile marketing and packaging (as a communication vehicle) in the promotion management literature. We investigate the relationship between the masstige theory perspective on masstige (gourmet) food companies and the effects of gamification, specifically in mobile sales points, in the new extended framework that has been suggested. We propose an integrative framework comprising four key elements. These include consumer engagement with the brand, technological packaging design, consumer happiness, and consumer involvement at mobile point-of-sale. We employ a survey to gather data as part of our research methodology to test nine (9) research hypotheses and the mediating effect of consumer happiness and consumer involvement. The study offers valuable insights into promotions of gamified gourmet food packaging, bringing attention to the intersection of gamification and mobile sales points and how they impact consumer perceptions, intentions, and purchasing decisions.",consumer happiness; food packaging; gourmet brands; mobile points of sales; purchase intention,2024,4,10.1080/10496491.2024.2333481,Moutzala I.,Journal of Promotion Management,2-s2.0-85189532994
Game Over? Assessing the Impact of Gamification Discontinuation on Mobile Banking Behaviors,"Gamification has gained significant attention in marketing. While previous research has primarily focused on the short-term effects of implementing gamification, this study explores the discontinuation of gamification in financial services and how it affects previously incentivized behaviors. We leverage a data set from a prominent Latin Ameri-can bank that had incentivized behaviors in its app through a reward module with prize wheels, raffles, and points. Unexpectedly, the reward module was temporarily stopped due to a lapse in government licensing; a unique natural experiment. Using age-period-cohort models, we examine whether gamification had a causal impact on the behaviors the bank intended to motivate, and whether it was necessary to continue gamification to main-tain these behaviors over time. We find that the reward module incentivized the desired behaviors, and its discontinuation caused these behaviors to decline. This effect was stron-ger for newer customers, and increased over time, further highlighting the need to main-tain these behaviors. We also find that both cash rewards and module engagement played distinct roles in influencing user behavior, and examine the impact of different game-design element outcomes on engagement.",digital transformation; emerging markets; financial services; gamification,2025,3,10.1287/mksc.2023.0345,Blanchard S.J.,Marketing Science,2-s2.0-105007988547
Exploring Enablers of Contagious Content for Dining Blogs: An Integrated Approach by Using Content Analysis and Interpretive Structural Modeling,"Blogs remain a popular and reliable form of online communication. As the number of dining blogs continues to rise, competition is increasingly fierce. Thus, it is important to not only draw the attention of users but to also secure followers. To increase reader loyalty, bloggers must consider blog marketing from a blog reader’s perspective. Although previous studies have explored how blog narratives influence consumer behaviors, few studies have focused on exploring the enablers of contagious content for dining blogs from a blog reader’s perspective. Creating contagious content helps to achieve the maximum benefits from blog marketing. Therefore, this study identifies the enablers of contagious blogs and models their interrelationships to aid dining bloggers in framing a consistently popular blog. Based on Berger’s six principles—social currency (S), triggers (T), emotion (E), public (P), practical value (P), and stories (S) (STEPPS)—13 main factors were first compiled through a literature review. Qualitative content analysis was then applied to extract the 31 enablers related to the main factors within the context of dining blogs. In order to identify the hierarchical relationships among the extracted enablers, this study applied interpretive structural modeling (ISM). Based on the results of ISM, cross-impact matrix multiplication applied to classification (MICMAC) describes the driving and dependence behaviors of the enablers. The results of ISM and MICMAC show areas of priority on which dining bloggers should focus to create contagious content. The most important areas include emotional stimulation, storytelling, and gamification. Finally, the theoretical and managerial implications of the findings were provided.",content analysis; dining blog; interpretive structural modeling (ISM); social media,2023,3,10.3390/jtaer18010034,Chang K.C.,Journal of Theoretical and Applied Electronic Commerce Research,2-s2.0-85150994305
Producers’ views and decision-making related to new management practices and technologies after participating in an experiential farm management competition: A mixed-methods study,"Innovative education and extension programs that engage with agricultural producers to develop, test, implement, and refine solutions have been recommended to increase the adoption of conservation management practices and technologies while maintaining farm profitability. The interactive, real-life farm management competition Testing Ag Performance Solutions (TAPS) was created in response. The TAPS program utilizes theories of adult, experiential, and peer learning and gamification to provide teams of producers an opportunity to experiment with all crop production and marketing decisions on university test plots in friendly competition with their peers. This study evaluated the impact of participating in the TAPS program, specifically considering producers’ views and decision-making related to management practices and new technology. Using a convergent mixed-methods design, we conducted a survey of and interviews with former TAPS program participants to provide insights into the effect of the competition on participants and their farm operations. Extension programs would benefit from replicating the TAPS learning model to effect real change and substantial adoption of state-of-the-art technologies and management strategies.",conservation practice adoption; experiential learning; farm management competition; gamification; peer learning,2025,3,10.1080/00224561.2025.2484975,Burbach M.E.,Journal of Soil and Water Conservation,2-s2.0-105017998992
Co-creating and evaluating social marketing programs: a living lab approach,"Purpose: This paper presents a methodological analysis of the co-creation and evaluation of “Biobot Academy” social marketing program to promote socio-emotional skills and prosocial behaviour in children, using a Living Lab method. This paper aims to identify how using a Living Lab method can enhance the co-creation and evaluation of a gamified social marketing program with users and stakeholders. To the best of the authors’ knowledge, this paper is the first to apply and further develop a Living Lab framework to guide social marketing program design. Design/methodology/approach: Using a case study method, the Living Lab process was applied during the development of the gamified social marketing program for promoting socio-emotional skills and prosocial behaviour in children. In total, 28 online and in-person sessions over a two-year period led to program co-creation. Guided by a mixed method approach, testing was conducted in a non-randomised waitlist control trial, while qualitative data from in-game data capture, classroom observations and recordings were collected. Findings: The application of the Living Lab method warranted improvements, specifically to the front-end and back-end steps of the existing process. While the non-randomised trial indicated effectiveness of the social marketing program across all outcome measures (self-awareness, empathy and prosocial behaviour intentions) compared to control, qualitative findings showed program improvements were needed on three specific aspects, namely, interactivity, user experience and comprehension. Originality/value: This study provides methodological guidance for the application of the Living Lab method in other social marketing settings to help co-create innovative social marketing solutions with diverse stakeholder groups.",Co-creation; Gamification; Living Lab; Social marketing; Stakeholder orientation,2023,3,10.1108/JSOCM-06-2022-0124,Saleme P.,Journal of Social Marketing,2-s2.0-85151924010
Enhancing Element Game Classification: Effective Techniques for Handling Imbalanced Classes,"One strategy for enhancing the promotion of marketing content involves the incorporation of gamification techniques. Existing research that examines the utilization of gamification through the classification approach often overlooks the issue of class imbalance within the dataset. Class imbalance occurs when the number of instances in the minority class differs significantly from those in the dominant class. This discrepancy can cause the classification method to perform worse because most classifiers work best when the class distribution in the dataset is balanced. Multiple studies underscore the significance of addressing class imbalances as a pivotal step toward enhancing the performance of classification algorithms. This study aims to demonstrate the impact of the data imbalance challenge and to identify the superior resampling method for integration into the machine learning process. The dataset employed pertains to users of a mobile banking application in Indonesia and encompasses variables such as gamification elements, demographic information, psychological factors, and customer engagement metrics. The chosen resampling technique for this study is SMOTE-Tomek. The various classification methods utilized include linear regression, K-NN, CART, random forest, SVM, stacking ensemble, and XGBoost. Among these methods, the SMOTE-Tomek resampling approach proves most effective when combined with the stacking ensemble classification. This combination yields a remarkable accuracy rate of 98.7% during 10-fold cross-validation, along with an impressive geometric mean score of 0.99. The thorough evaluation findings demonstrated that the approach presented in this study has a promising practical applicability and effectively identifies unbalanced elementary games.",Classification; Elemen game; Handling imbalance class,2024,3,10.22266/ijies2024.0229.47,Prasetyaningrum P.T.,International Journal of Intelligent Engineering and Systems,2-s2.0-85187310077
Educational Game on Cryptocurrency Investment: Using Microeconomic Decision-Making to Understand Macroeconomics Principles,"Gamification is an effective strategy for motivating and engaging users, which is grounded in business, marketing, and management by designing games in nongame contexts. Gamifying education, which consists of the design and study of educational games, is an emerging trend. However, the existing classroom games for understanding macroeconomics have weak connections to the microfoundations of individual decision-making. We design an educational game on cryptocurrency investment for understanding macroeconomic concepts in microeconomic decisions. We contribute to the literature by designing game-based learning that engages students in understanding macroeconomics in incentivized individual investment decisions. Our game can be widely implemented in online, in-person, and hybrid classrooms. We also reflect on strategies for improving the user experience for future educational game implementations.",Active learning; Crypto-asset investment; Educational games; Gamification; Rule and discretion,2023,3,10.1057/s41302-023-00240-7,Zhu J.,Eastern Economic Journal,2-s2.0-85149236795
Running Towards a Better Brand Attitude: How Gamification in Nike Run Club Can Help?,"The dynamics of the knowledge-based economy are intrinsically linked to the concept of gamification, which has been increasingly discussed in the context of companies’ marketing strategies. It is therefore necessary to understand how gamification can be strategically applied in different contexts to increase the performance and competitiveness of companies. This paper aimed to analyze how gamification impacts customers’ intention to participate in the gamification process and how this strategy influences customers’ attitudes towards the brand. Multiple linear regression analyses were conducted in a sample of 238 Portuguese consumers using the Nike Run Club application. The study revealed that gamification can be an effective tool to increase users’ interaction with brands. Perceived usefulness, perceived social influence, engagement intention and gamification performance were identified as the main predictors of gamification on brand attitude. Furthermore, social interaction is a key factor for the success of game systems, which should promote interaction between communities of players to share functionality and solve task problems. It was observed that attitude towards the brand is positively influenced by factors such as usefulness, perceived ease of use, social influence, intention to get involved, and gamification of performance, especially when these are mediated by the sensation of pleasure. This finding points to the importance of these elements in shaping consumers’ perceptions of brands. To maximize engagement with brands, gamification tools should allow sharing content and tasks, promoting discussions and broadening the connection between the gamers community. It is important to consider technological resources and innovation in the design of gamification tools, as well as to meet the different expectations of consumers, allowing different tasks and high connection between different information-sharing channels. This study contributes to the development of knowledge in gamification on brand attitude. Practical implications have been suggested to guide companies in implementing a successful gamified marketing strategy.",Brand attitude; Customer perceptions; Engagement; Gamification; Marketing; Technology acceptance model,2025,3,10.1007/s13132-024-02398-7,Lopes J.M.,Journal of the Knowledge Economy,2-s2.0-105006591789
Gamification and Marketing of Geotourism Destinations:Aras UNESCO Global Geopark in Iran,"We explore the impact of gamification on the marketing mix of geotourism destinations. This is a form of developmental research and is descriptive-analytical in nature and method. In the first phase, data were collected to develop an initial conceptual model through a semi-structured questionnaire and expert consultations, and the results were analyzed using thematic analysis. In the second phase, the initial conceptual model was tested in the Aras Global Geopark in Iran, the case study for this research, using a structured questionnaire and structural equation modeling. We find that gamification has a positive impact on the marketing mix of Aras Global Geopark, creating a unique experience for visitors by influencing elements such as product, price, promotion, place, people, process, and physical evidence. Moreover, it enhances visitors’ awareness of the significance of geoheritage, contributing to the conservation of this valuable resource.",Advertisement; Aras Geopark; Geoconservation; Geoheritage; Marketing Mix,2025,3,10.57647/j.gcr.2025.0801.03,Ferdowsi S.,Geoconservation Research,2-s2.0-105012291469
Can AI-Driven Nudging Promote Sustainable Product Adoption on E-Commerce Platforms?,"Objective: this study aims to identify effective behavioral interventions and machine learning models that promote eco-friendly purchases. Theoretical approach: the study is grounded in behavioral economics and choice architecture, drawing on Thaler and Sunstein’s nudge theory to explain how subtle digital design elements can guide choices while preserving autonomy. Method: a systematic review was conducted based on the PRISMA framework utilizing multiple academic databases. Studies were analyzed for AI’s role in sustainability marketing, model effectiveness, and ethical considerations. Results: AI-based nudging techniques such as personalization, default green options, social proof, and gamification significantly enhance engagement in sustainable purchasing behavior. Machine learning models like Random Forests, Deep Neural Networks, and Reinforcement Learning play a crucial role in optimizing AI nudging for green consumption. Conclusions: the study highlights the potential of AI nudging in shaping sustainable e-commerce, especially when combined with transparent, bias-aware, and explainable systems. The study contributes by consolidating notable research on AI-driven nudging in sustainable e-commerce, comparing machine learning models for green consumer targeting with explicit attention to performance–explainability trade-offs, and proposing an experimental design to test their effectiveness and ethics. The study also offers actionable implications for businesses and policymakers by linking AI-powered strategies to Sustainable Development Goals 12 and 13. Businesses and policymakers can leverage ethical AI frameworks to improve trust in sustainability efforts on e-commerce platforms. Future research should focus on real-world AI experiments, interdisciplinary AI frameworks, and ethical AI regulations to ensure responsible AI adoption in e-commerce.",artificial intelligence; digital nudging techniques; e-commerce; sustainable consumption; Sustainable Development Goals 12 and 13,2025,3,10.1590/1982-7849rac2025250105.en,Panwar N.,Revista De Administracao Contemporanea,2-s2.0-105025658507
GAMIFICATION AND FIRMS COMPETITIVENESS: AN ANALYSIS OF DEPOSIT MONEY BANKS,"Purpose – This study investigates the influence of gamifi-cation on the competitiveness of financial sector compa-nies. The dimensions of gamification related to financial services are premised on product development, marketing and sales activities, and customer services. Design/Methodology/Approach – Employing the survey research design, 662 bank employees of Nigerian banks forming the sample took part in the research by filling out structured questionnaires. The partial least square structural equations model was utilised in the analysis of data in the study. Findings and Implications – The result reveals that gam-ification dimensions positively affect competitiveness. The findings further indicate that product development, marketing and sales activities, and customer service positively and significantly affect the firm’s competitiveness. The practical implication of this is that deposit money banks should pay attention to gamification to maintain competitiveness. More attention should also be paid to credit sourcing, referrals and lead generation, and self-help application in order for firms to achieve and maintain competitiveness. Limitations – This study examined the gamification impact on competitiveness using the banking sector as a theatre of the study. The study employed non-financial measures of competitiveness in arriving at conclusions. Originality – The study provides an insight into how gamification can be significantly put into practice in re-al-life scenarios and businesses to achieve competitive-ness.",Banking industry; Financial services; Firms’ competitiveness; Gamification; Marketing,2021,3,10.22598/mt/2021.33.2.129,Worimegbe P.M.,Market Trziste,2-s2.0-85122879193
Digital luxury: how avatar marketing drives consumer engagement for luxury brands,"Purpose – This research explores the effectiveness of luxury brand avatar marketing in virtual gaming environments, examining how social presence and avatar anthropomorphism influence consumer engagement. It investigates whether the symbolic appeal of luxury brands translates into virtual settings and enhances brand engagement under varying contextual conditions. Design/methodology/approach – Three experimental studies were conducted using custom-designed video games to test the effects of luxury versus non-luxury avatar marketing. Study 1 examines the interaction between brand type and social presence in solo versus multiplayer gaming. Study 2 introduces avatar anthropomorphism as a moderator in low social presence settings. Study 3 replicates these findings with an alternative game design. Findings – Luxury brand avatar marketing significantly enhances consumer engagement in high social presence environments (e.g. multiplayer games). In low social presence settings (e.g. solo games), luxury brands only outperform non-luxury brands when avatars are anthropomorphic, as human-like avatars simulate social interaction. Game immersion mediates this relationship, highlighting the importance of social dynamics and avatar design in virtual luxury branding. Originality/value – This study advances signaling theory by demonstrating that luxury brand effectiveness in gaming environments depends on social presence and avatar anthropomorphism. It challenges assumptions that luxury branding seamlessly translates to digital spaces and contributes to brand gamification literature by emphasizing the role of virtual product design and multiplayer interaction. The findings provide actionable insights for luxury brands and game developers to strategically integrate avatar marketing and enhance brand engagement in virtual worlds.",Avatar anthropomorphism; Avatar marketing; Brand engagement; Brand gamification; Game immersion; Luxury; Social presence,2025,3,10.1108/APJML-02-2025-0225,Hao Y.,Asia Pacific Journal of Marketing and Logistics,2-s2.0-105024411488
Exploring Gamification in Online Journalism: Perspectives from Media Owners Through Interviews,"The integration of gamification in online journalism and communication is an emerging trend aimed at enhancing user engagement and interactivity. As a digital marketing strategy, gamification involves incorporating game-like elements into non-game contexts, such as news websites, to motivate user participation and increase retention. This study explores the topic of gamification within the context of online journalism, advances in digital journalism, and the impact of technology in media and journalism, focusing on the perspectives of media owners through in-depth interviews. By exploring how media owners perceive and implement gamification elements in online journalism, this research aims to uncover valuable insights into the integration of game mechanics to enhance user engagement and content delivery. The methodology involved conducting interviews and analyzing the data qualitatively to identify key themes and patterns, shedding light on the challenges, opportunities, and best practices associated with gamification in the digital news landscape. Ultimately, this research contributes to a deeper understanding of the role of gamification in shaping the future of online journalism and offers practical recommendations for media organizations looking to leverage gamified strategies for audience interaction and retention.",digital marketing; gamification; journalism; media; online journalism,2025,2,10.3390/journalmedia6030151,Klouvidaki M.I.,Journalism and Media,2-s2.0-105017247923
Green Apps in Action: How Motivational Forces Shape Intention to Use,"As environmental challenges escalate, recycling behavior has become a critical sustainability strategy, with green applications (green apps) gaining prominence as transformative tools in modern markets. Despite their growing relevance, the interaction of intrinsic and extrinsic motivational factors influencing green app adoption remains underexplored. Grounded in self-determination theory, this study examines the direct, indirect, and contingent drivers of green app adoption. Data were collected from 584 participants in China using two complementary research designs: a cross-sectional survey and an experimental study. The findings reveal that users' attitudes are positively shaped by intrinsic motivators, including perceived sense of accomplishment and willingness to sacrifice. Extrinsic factors, including information quality and service quality, also exert significant influence, while the impact of gamified rewards is contingent on users' biospheric values. This study advances theoretical understanding by illuminating the dynamic interplay between intrinsic and extrinsic motivations in environmental technology adoption. For practitioners, the results offer actionable strategies for designing and marketing green apps tailored to user motivations, thereby fostering recycling behaviors and advancing sustainability through innovative digital solutions.",attitude; biospheric value; gamification; green technologies; motivations; pro-environmental behavior; self-determination theory,2026,2,10.1002/bse.70223,Lim X.J.,Business Strategy and the Environment,2-s2.0-105016577223
Learning second language through restaurant menu dish names,"This article follows research carried out by the author on the semiotics and pragmalinguistics of restaurant menus. The context is a training experience about how to teach LSP (Language for Special Purposes) in a CLIL (Content and Language Integrated Learning) environment with teachers in Istituti Alberghieri. The final output is the compilation of a multilingual menu, in the shared conviction that a communicatively effective menu in different languages can enhance the quality of restaurants and make them successful with tourists. The “little texts” composing dish names prove to be interesting under the lexical and the syntactical viewpoints: these are the language levels playing the most significant role in the info-marketing strategies adopted by menus and the ones presenting the greatest difficulties in translating from Italian into French or English. A careful Error Analysis conducted on a corpus of a hundred menus from the Italian region of Lazio proves a successful scaffolding strategy and a practical metalinguistic tool to lead learners—CLIL teachers and students alike—to the production of their own menus, even more when combined with cooperative learning, gamification, graphic facilitators and… lots of fun!",CLIL; Food language and translation; LSP teaching/learning; Restaurant menu pragmatics,2019,2,10.20368/1971-8829/1567,Graziano A.,Journal of E Learning and Knowledge Society,2-s2.0-85063297078
