Title,Abstract,Author Keywords,Year,Cited by,DOI,Authors,Source title,EID
"Turning the lens: linking knowledge-based dynamic capabilities, digital transformation and business model innovation","Purpose – As organizations face constant disruption from technological innovation and evolving market demands, understanding how to successfully implement digital transformation (DT) has become increasingly critical. While prior research has often examined how DT influences dynamic capabilities (DCs), this study aims to invert that perspective by investigating how three specific DCs, namely, information capability, organizational agility and absorptive capacity, enable DT. It further explores the mediating role of business model innovation (BMI) in the relationship between DT and company performance. Design/methodology/approach – The study is based on surveys data collected from 184 chief executive officers of Spanish enterprises analyzed using partial least squares structural equation modeling. Findings – The results show that all three DCs have a significant positive effect on DT. Furthermore, BMI plays a partial mediating role in the relationship between DT and company performance. Practical implications – The findings suggest that managers should prioritize the development of internal capabilities before initiating DT efforts. In particular, fostering organizational agility, strengthening information practices and enhancing the ability to acquire and integrate external knowledge are crucial for enabling transformation and driving performance through BMI. Originality/value – This study advances the DCs framework by demonstrating how specific knowledge-based capabilities function as antecedents to DT, thereby emphasizing internal organizational conditions over external tools. Furthermore, by empirically validating the mediating role of BMI, it clarifies the mechanisms through which DT as a holistic process contributes to performance gains, rather than through isolated digital technologies.",Business model innovation; Company performance; Digital transformation; Dynamic capabilities,2026,2,10.1108/JKM-06-2025-0918,Nicolás-Agustín Á.,Journal of Knowledge Management,2-s2.0-105039108625
Leveraging Big Data Analytics Capability for Firm Innovativeness: The Role of Sustained Innovation and Organizational Slack,"In the era of digital transformation and data-driven decision-making, big data analytics capability (BDAC) is crucial for firms to enhance innovation and sustainable competitive advantage in highly dynamic markets. Grounded in dynamic capability theory, this study used a moderated mediation model to explore the impact of BDAC on innovativeness. Empirical analysis was conducted by using survey data from 270 enterprises to test the hypotheses. The results reveal that BDAC significantly and positively influences innovativeness, and sustained innovation mediates this relationship. Moreover, organizational slack positively moderates the effect of BDAC on innovativeness, both the direct effect and indirect effect. These findings provide theoretical support and practical implications for understanding how BDAC enhances firm innovativeness.",big data analytics capability; firm innovativeness; organizational slack; sustained innovation,2025,2,10.3390/systems13090730,Hu C.,Systems,2-s2.0-105017223384
Can digital transformation enhance tourism enterprise resilience? Evidence from Chinese listed companies,"Enterprise resilience holds significant strategic value for the highly sensitive tourism industry to achieve resilient growth amid multiple risk challenges in uncertain environments. This study takes the data of Chinese tourism listed companies from 2013 to 2023 as the sample, and based on dynamic capabilities theory, examines the impact of digital transformation on tourism enterprise resilience through benchmark regression analysis. The results demonstrate that digital transformation significantly enhances tourism enterprise resilience, and this effect is more pronounced in state-owned enterprises, non-loss-making enterprises, and companies located in Western China. Mechanism analysis reveals that digital transformation achieves this by strengthening adaptive capability, competitive capability, and absorptive capability. Meanwhile, the increase in financing constraints and government subsidies will weaken the impact of digital transformation on tourism enterprise resilience. Furthermore, the peer effect in digital transformation negatively affects competitive and absorptive capacities, thereby impairing tourism enterprise resilience. The findings not only deepen the theoretical framework of digital transformation and enterprise resilience research based on dynamic capabilities theory, but also provide management implications for enhancing the risk resistance capability of the tourism industry in the digital economy era.",Digital transformation; dynamic capabilities theory; internal-external contexts; peer effect; tourism enterprise resilience,2025,2,10.1080/23311975.2025.2576531,Zhang D.,Cogent Business and Management,2-s2.0-105019539290
Wiring the Green Shift: How Digital Dynamic Capabilities Shape the Circular Economy Through Curvilinear Effects of Green Innovation,"Digital transformation is increasingly recognized as a key driver of sustainability, yet empirical insights into how firms leverage digital capabilities to advance the circular economy through green innovation remain limited. Drawing on dynamic capability theory, this study investigates how digital sensing, capturing, and transforming capabilities facilitate firms' green transition, which subsequently drives green product and process innovation, enhancing circular economy performance. Using survey data from 310 manufacturing and service firms in Vietnam, hierarchical regression, polynomial regression, and response surface analysis were employed. Findings reveal that digital sensing and transforming capabilities significantly advance the green transition, whereas digital capturing capability has no significant effect. The green transition positively influences both green product and process innovations. Furthermore, balanced growth in these innovations enhances circular economy outcomes, while imbalances detract from performance. Mediation analysis highlights the central role of green transition and green product innovation in linking digital capabilities to circular outcomes. This study contributes to the literature by elucidating the pathways through which digital transformation promotes sustainability and provides managerial implications for integrating digital and environmental strategies to create circular value.",circular economy; digital dynamic capabilities; dynamic capability theory; green innovation; green transition,2026,2,10.1002/tie.70077,Duong C.D.,Thunderbird International Business Review,2-s2.0-105026480749
Tackling Supply Chain Disruptions Through Digital Agility: Evidence from the Hotel Industry,"Background: Digital transformation has become a vital driver of competitiveness in the hospitality industry. This study investigates the role of digital agility in enhancing competitive advantage in Egypt’s luxury hotel sector, focusing on the parallel mediating effects of supply chain agility and supply chain resilience. Grounded in the Dynamic Capabilities Theory (DCT), the research explores how digital capabilities promote flexibility, responsiveness, and strategic performance. Methods: Data were collected from 325 senior managers in supply chain, procurement, operations, logistics, and digital transformation across luxury hotels in Egypt. The conceptual framework was analyzed using Partial Least Squares Structural Equation Modeling (PLS-SEM) via WarpPLS software. Results: Findings reveal that digital agility significantly enhances competitive advantage, as well as supply chain agility and resilience. Both supply chain agility and resilience positively influence competitive advantage and partially mediate the relationship between digital agility and competitiveness. Conclusions: The study highlights the strategic importance of digital agility in fostering agile and resilient supply chains, which serve as key mechanisms for achieving sustained competitive advantage in the luxury hotel industry. Investing in digital technologies and adaptive capabilities is essential for long-term success in a dynamic market environment.",competitive advantage; digital agility; hotel industry; supply chain agility; supply chain resilience,2026,2,10.3390/logistics10020034,Hasanein A.M.,Logistics,2-s2.0-105031299288
DEVELOPING DIGITAL TRANSFORMATION CAPABILITY: THE ROLE OF MANAGERIAL AMBIDEXTROUS LEARNING,"This paper integrates the individual ambidexterity, digital transformation, and dynamic capabilities literatures to develop a framework that helps to understand the role of managerial ambidextrous learning in building the digital transformation capability of an organization. Based on a comprehensive literature review, the paper identifies competing demands in terms of managerial learning orientation serving as microfoundations of different dynamic organizational capabilities underpinning digital transformation. We adopt an ambidextrous perspective of learning and propose that managers need to balance explorative and exploitative learning to aid building digital transformation capabilities. This paper contributes to ambidexterity and dynamic capabilities theoretical perspectives through its distinctive focus on the role of individual-level learning in the context of organizational‐level digital transformation. The paper enhances understanding of how firms may support digital efforts by becoming sensitive to and supporting managerial ambidexterity as a critical factor in a successful digital transformation journey. We suggest that future research efforts should investigate empirically the role of managerial ambidextrous behavior in digital efforts.",digital transformation; generalist learning; individual ambidexterity; microfoundations of dynamic capabilities; specialist learning,2022,2,10.17708/DRMJ.2022.v11n02a01,Dragičević N.,Dynamic Relationships Management Journal,2-s2.0-85146875590
The impact of managerial attention to digital transformation on stock price synchronicity from the dynamic capability perspective,"This study examines how two components of digital transformation (DT), DT integration and DT innovation, influence stock price synchronicity. We view this question through a corporate governance lens, drawing on dynamic capabilities theory. Using textual analysis of MD&A disclosures from Chinese listed firms from 2010 to 2021, we measure managerial attention to DT integration and innovation, revealing their distinct roles in governance. DT integration, which often generates verifiable metrics, reduces stock price synchronicity by enhancing transparency, attracting long-term institutional investors, improving financial reporting quality, and refining analyst forecasts. In contrast, soft information about DT innovation fails to mitigate opacity and increases synchronicity in weak governance environments. Cross-sectional analyses show that integration's governance benefits persist across institutional settings, while innovation's effects hinge on external safeguards. Our findings emphasize that DT integration, which reflects a firm's ability to reconfigure resources for sustained competitiveness, serves as a robust governance tool to enhance market efficiency. Policymakers and firms should prioritize integration-driven strategies to foster transparency while treating innovation's speculative narratives with caution. This research redefines DT as a dual-process phenomenon, offering actionable insights for aligning digital strategies with governance frameworks in emerging markets.",Digital transformation (DT); DT innovation; DT integration; Dynamic capabilities; Stock price synchronicity; Textual analysis,2026,2,10.1016/j.intaccaudtax.2026.100751,Jiang J.,Journal of International Accounting Auditing and Taxation,2-s2.0-105028432060
In search of the digital transformation framework of SMEs: a bibliometric analysis,"Purpose – This study aims to understand the intellectual structure related to the success of digital transformation among small and medium-sized enterprises (SMEs) and develop a conceptual framework for the successful digital transformation of SMEs. Design/methodology/approach – This study employs bibliometric analysis for mapping the landscape of research on the digital transformation of SMEs. We use co-citation analysis to identify the root of emerging concepts in older literature and co-occurrence analysis to identify relevant topics discussed in the primary literature. Finally, based on the results of our bibliometric analysis, we constructed the structured framework for the digital transformation of SMEs. Findings – This study found that dynamic capability, resource-based view (RBV) and technology acceptance model (TAM) are the main theories used to investigate digital transformation among SMEs. Those main theories were then operationalized into the various strategies needed for digital transformation among SMEs. Based on those findings, we have proposed a conceptual digital transformation framework for SMEs. Originality/value – We propose a structured SME digital transformation framework based on the leading theory proposed by the most cited articles and significant research findings from the primary literature. Information systems, entrepreneurship and SME researchers could use conceptual frameworks for further investigation.",Bibliometric analysis; Co-citation; Digital transformation; Digitalization; SMEs,2026,2,10.1108/JEPP-09-2024-0160,Syah D.H.,Journal of Entrepreneurship and Public Policy,2-s2.0-105005777850
From trade-offs to strategic synergy: how digitalization–greenization synergy drives innovation efficiency in manufacturing,"Purpose – This study examines how digitalization–greenization synergy influences innovation efficiency in manufacturing industries, transcending traditional trade-off perspectives to explore strategic synergy potential between digital transformation and environmental sustainability. Design/methodology/approach – Using panel data from 656 Chinese A-share manufacturing enterprises (2013–2023), this research employs a coupling coordination model to measure digitalization–greenization synergy and a super-efficiency slacks-based measure (SBM) model to assess innovation efficiency. The study explores the relationship between digitalization–greenization synergy and manufacturing innovation efficiency through a fixed effects model, investigating the mediating roles of financing constraints and dynamic capabilities and the moderating effects of environmental regulations through a series of fixed effects models. Findings – Digitalization–greenization synergy significantly enhances manufacturing innovation efficiency by leveraging complementary advantages to generate resource and capability synergies. This synergy alleviates corporate financing constraints and strengthens dynamic capabilities, which exhibit chain mediation effects within the “resources-capabilities-behavior” framework. Mandatory environmental regulations strengthen the positive relationship between digitalization–greenization synergy and innovation efficiency, while strategic environmental regulations weaken it. Originality/value – This study reconceptualizes digitalization and greenization as synergistic rather than competing priorities, revealing dual mechanisms (resource synergy and capability synergy) through which transformation synergies enhance innovation efficiency. It advances institutional theory by elucidating the differential impacts of environmental regulations on transformation–innovation relationships.",Digitalization–greenization synergy; Environmental regulation; Innovation efficiency in manufacturing; Synergistic effect,2026,2,10.1108/JMTM-07-2025-0715,Yu P.,Journal of Manufacturing Technology Management,2-s2.0-105028939214
Digital transformation and internationalization rhythm: evidence from Chinese firms,"Purpose – With the global situation becoming increasingly complex and uncertain, the rhythm of internationalization processes has become a significant decision for firms when they expand internationally. Digital transformation, as a disruptive change trend, may have a dramatic impact on firms' internationalization rhythms. This study aims to answer two questions: First, what is the relationship between digital transformation and a firm's internationalization rhythm? Second, how do top management team (TMT) international experience and board vigilance affect this relationship? Design/methodology/approach – Based on a sample of Chinese A-share listed companies from 2008 to 2022, this study investigates how digital transformation influences firms' internationalization rhythms and examines the moderating roles of TMT international experience and board vigilance. Findings – The results show that digital transformation is positively associated with the irregular rhythm of firm internationalization, and this positive relationship is moderated by TMT international experience and board vigilance such that it is strengthened when the TMT has more international experience and weakened when the board has higher vigilance. Originality/value – This study suggests that digital transformation can promote firms' irregular internationalization rhythms through the lens of the dynamic capability theory, enriching the antecedent research of internationalization rhythm from a capability perspective. Moreover, this study enriches research on the Uppsala internationalization process model from the perspective of digital transformation, contributing to its development in the digital era. In addition, this study suggests that TMT international experience and board vigilance are two critical boundary conditions for the relationship between digital transformation and internationalization rhythm.",Board vigilance; Digital transformation; Internationalization rhythm; TMT international experience,2026,2,10.1108/IJOEM-02-2025-0413,Wang Z.,International Journal of Emerging Markets,2-s2.0-105027315853
Sustainability-Driven Digital Transformation and Customer Experience in Emerging Markets: The Interplay of Business Model Innovation and Value Co-Creation,"Service industries are fast turning digital, and they are disrupting the manner in which firms organize and relate to their customers. Nevertheless, mechanisms that allow digital capabilities to be converted to better customer experience remain poorly understood, especially in the emerging economies. This paper presents the dual-mediation model to investigate the effects of Digital Supply Chain Integration (DSCI) and capabilities of digital customer engagement (DCEC) on Customer Experience Outcomes (CXO) based on Sustainable Business Model Innovation (SBMI) and Customer Value Co-Creation (CVC) with references to Dynamic Capabilities Theory and Service-Dominant Logic. The data were collected by a cross-sectional survey of 360 managers of the banking, telecom, healthcare, and hospitality organizations in Pakistan and analyzed with the help of Partial Least Squares Structural Equation Modeling (PLS-SEM). The findings indicate that the customer experience is enhanced well beyond what is feasible alone by means of Sustainable Business Model Innovation due to the Digital Supply Chain Integration, whereas customer experience is enhanced by the Digital Customer Engagement Capabilities through Customer Value Co-Creation. The results also show that the mechanisms of co-creation have the largest impact on the outcome of customer experience. The research is an addition to the body of literature on digital transformation because it illustrates how digital integration, innovation that is focused on sustainability, and relational co-creation can collectively convert digital capabilities into experiential value. The results also provide practical factors that should be considered by service companies when embarking on digital transformation programs to align the programs with sustainability and customer engagement mechanisms.",business model innovation; customer experience; driven digital transformation; Dynamic Capabilities Theory; value co-creation,2026,2,10.3390/systems14040390,Jaffari A.A.,Systems,2-s2.0-105037321903
A knowledge map of agility and innovation: trends and insights using bibliometric analysis,"Purpose – Dynamic capabilities, such as agility and innovation, are essential for an organization to be competitive, resilient, and adapt to rapidly evolving market dynamics. However, although an abundance of bibliometric studies are available in the literature related to organizational agility, a significant gap exists in the understanding of agility in combination with innovation, as both are key concepts to survive in a highly competitive, volatile, and evolving market. This research gap arises due to limited studies, a lack of explicit mapping of their relationships, and challenges in articulating their dynamic bibliometric profiles. Also, some studies are limited to specific times that are no longer relevant due to advancements in technology and the rapidly evolving market dynamics. Design/methodology/approach – This bibliometric study includes 982 articles after careful screening and scanning of titles and abstracts of the studies relevant to agility and innovation published between 1996 and early August 2025. Using VOSviewer software, we explore the publication trend, citation impacts, and co-citation networks, identifying key authors, top journals, and pertinent research clusters related to agility and innovation. Findings – Using VOSviewer software, we explore the publication trend, citation impacts, and co-citation networks, identifying key authors, top journals, and pertinent research clusters related to agility and innovation. Based on these results, we propose a theoretical model relating agility and innovation, and identify gaps and tensions that can orient future research on the topic. Research limitations/implications – While bibliometric analysis offers a powerful lens to map the intellectual foundations, thematic evolution, and collaborative networks of a research field, it also presents inherent limitations that should be acknowledged. Results are influenced by the scope and indexing policies of the selected databases, which may underrepresent non-indexed, regional, or non-English publications. Citation counts measure influence rather than methodological rigor and may be shaped by disciplinary norms, self-citation patterns, and network effects. Time-lag bias can further disadvantage recently published studies, underestimating the relevance of emerging topics. Moreover, keyword-based analyses depend on the accuracy and consistency of author-supplied metadata; variations in terminology and the use of synonyms can fragment related themes and distort thematic mapping. Methodological choices—such as software selection, parameter thresholds, and clustering algorithms—also affect outcomes, potentially leading to different network structures and thematic categorizations. The quantitative nature of bibliometric analysis privileges descriptive mapping over explanatory depth, making it essential to complement such approaches with qualitative or content-based analyses for richer interpretation. Historical bias can result in older, highly cited works overshadowing recent yet impactful contributions, while interpreting co-occurrence and co-citation patterns requires strong domain expertise to avoid oversimplification. For these reasons, bibliometric findings should be interpreted as one perspective among multiple methodological approaches, ensuring a balanced and contextually grounded understanding of the research landscape. Originality/value – Teece’s work on dynamic capabilities continues to serve as the most influential theoretical anchor across all clusters, effectively bridging strategic and operational perspectives. In parallel, Gunasekaran’s operations-oriented contributions remain highly impactful, though they are now increasingly connected to research on digital transformation. Methodological scholars such as Hair, Ringle, and Sarstedt have become pivotal in this evolution, providing the statistical and analytical tools necessary for large-scale, multi-construct empirical studies. Over time, these developments have facilitated the transition from isolated thematic silos to a more interconnected research network, driven by the imperative to address complex, interdisciplinary challenges such as sustainability and digital disruption.",Agile; Agility; Bibliometric analysis; Innovation; Systematic literature review,2025,2,10.1108/SL-04-2025-0065,Saeed S.,Strategy and Leadership,2-s2.0-105020692376
Twin transformation: a catalyst for African entrepreneurial innovation,"Purpose – Small and medium-sized enterprises (SMEs) in Africa face significant challenges in achieving simultaneous digital and sustainable transformation (twin transformation or TT) due to resource constraints and institutional complexity. While antecedents of sustainable and digital transformation have been well-researched separately, insights into TT, particularly capability development, remain scarce. This study investigates how TT can serve as a strategic response to the socio-economic hardships of South African SMEs. Design/methodology/approach – This study employs an exploratory, qualitative research approach, involving 50 semi-structured interviews with SMEs in South Africa, Germany and Austria with interviewees across different hierarchical levels. The interview data were qualitatively analyzed, utilizing the Gioia methodology to explore enablers and barriers (E&B) of TT. A fuzzy-set qualitative comparative analysis (fsQCA) identified E&B combinations and dynamic capabilities (DC) as catalysts shaping TT adoption. Findings – The findings uncover how SMEs develop DCs by identifying key dimensions, including E&B, that provide a compass towards TT. The study emphasizes the role of Leadership and Culture, outlines DC across core dimensions and identifies region-specific pathways through which E&B influence TT. By comparing South African SMEs with those in two developed economies, the study underscores the influence of regulatory environments, cultural attitudes and market dynamics in shaping TT pathways for South African SMEs. The study derives an integrated, empirically grounded framework illustrating TT from a DC perspective. Originality/value – The results offer novel, actionable insights into how South African SMEs harness innovation and capability-building to drive TT. Thereby, this study guides scholars, practitioners and policymakers in fostering TT across Africa.",Digital transformation; Dynamic capabilities; Entrepreneurship; fsQCA; Mixed method; Small and medium-sized enterprises; SME; Sustainable transformation; Twin transformation; Twin transition,2026,2,10.1108/IJEBR-05-2025-0719,Leipziger M.,International Journal of Entrepreneurial Behaviour and Research,2-s2.0-105030521726
Examining the nice-to-have and must-have digital and sustainable-oriented capabilities for sustainable end-of-life management in manufacturing firms,"Purpose – Manufacturing firms are increasingly under pressure to manage products responsibly at their end-of-life stage, which requires stronger digital-, intelligence- and sustainability-oriented capabilities. However, limited empirical research clarifies which of these capabilities are essential (must-have) and which enhance performance only at higher levels (nice-to-have). Drawing on dynamic capability theory, knowledge-based view and stimulus–organism–response theory, this study examined how digital transformation (DT) and supply chain intelligence (SCI) enhance sustainable end-of-life management (SELM). The study also examined the mediating role of SCI and the moderating role of sustainable product design and development (SPDD). Design/methodology/approach – The proposed model was validated using survey data from 309 managers purposively selected from manufacturing firms in Ghana. Structural equation modelling (SEM) using partial least squares software and necessary condition analysis (NCA) were employed to analyze the data. Findings – The findings demonstrate that DT directly enhances SELM and indirectly influences it through the integration of SCI. It was further found that the effectiveness of intelligence integration is strengthened by SPDD, particularly for customer and supplier intelligence. NCA results further reveal that DT and SPD represent foundational necessary conditions for SELM, whereas SCI integration remains desirable until higher SELM levels are achieved. Originality/value – This study is among the first to offer empirical evidence (via SEM and NCA) of the nice-to-have and must-have antecedents of SELM among manufacturing firms in Ghana. The findings offer practical guidance by highlighting that firms seeking high levels of SELM must invest deeply in DT, SCI capabilities and SPD, particularly DT and SPD at advanced performance levels.",Digital transformation; Necessary condition analyses; Supply chain intelligence; Sustainable end-of-life management; Sustainable product design and development,2026,2,10.1108/JSIT-05-2025-0192,Tetteh F.K.,Journal of Systems and Information Technology,2-s2.0-105028921880
Frugal innovation process mechanism in the digital transformation context: a dynamic capability perspective,"The frugal innovation process in the digital transformation context in emerging markets has provided unsatisfactory theoretical explanations. To address this gap, we explored frugal innovation mechanisms from the dynamic capability perspective. We conducted a longitudinal single case study in the high-tech medical industry to develop an integrated model to untangle how SMEs overcome resource constraints and engage in digital innovation. The results show that at different stages of digital transformation, frugal innovation is an iterative process of efficiently solving the problem of scarce resources through distinct dynamic capabilities. This study expands the research on digital transformation and frugal innovation and analyses the relationship between the two to help enterprises in emerging markets promote digital transformation through frugal innovation.",digital transformation; dynamic capability; emerging economies; frugal innovation; scarce resources,2023,2,10.1504/IJTPM.2023.133914,Lan F.,International Journal of Technology Policy and Management,2-s2.0-85174300742
Meorient: a pioneer of the digital exhibition industry,"Learning outcomes: This paper aims to first, identify the external and internal factors that a company needs to analyze when formulating its digital platform strategy. Based on the framework of PESTNPG (political economic social and culture technological population and globalization) and internal analysis a company should analyze both internal and external factors to formulate its digital platform strategy. For companies from emerging markets the institutional-based market created by national or local governments is important for digital platform strategy. Second dynamic capability theory and its linkages to digital platform strategy. The dynamic capabilities view is considered as a primary theoretical lens in the strategy literature to analyze a company’s strategies to achieve sustainable competitive advantages. To carry out a successful digital platform strategy companies need to build strong dynamic capabilities to capture or create opportunities and reconfigure their resources simultaneously. Third the advantages and disadvantages of different digital platform strategies (i.e. an independent digital platform and online–offline integration platform) and the possible consequences and risks of different strategies. It is important to evaluate different types of digital platform strategies that require different capabilities in terms of business structure product structure revenue structure organizational structure and technology architecture. A company needs to link these capabilities to a digital platform strategy to enable the integration (or separation) of online business with offline business. It also increases the accuracy and efficiency of online business. Fourth key points of digital platform strategy implementation. Companies need to identify key profit models for their digital platform to promote business growth and financial returns. It is equally important to increase customer value by leveraging its digital exhibition platform and to learn to use digital technology to foster organizational dematerialization. Case overview/Synopsis: Zhejiang Meorient Commerce & Exhibition Inc. (hereinafter referred to as “Meorient”) was a leading company in the exhibition industry in China. The unexpected outbreak of COVID-19 plunged Meorient into a state of emergency that forced it to fight for survival. Further, China had launched a national strategy of Digital China, which created new market opportunities for Meorient. As a result, Meorient gradually developed and launched its digital exhibition services in 2015. Meorient suffered significant losses in 2020 due to COVID-19 and had to formulate a new strategy based on a digital exhibition platform in 2021. Chairman Pan Jianjun had two options. One was a purely digital platform strategy without the original offline exhibition business. The other one was an online and offline integration strategy. Which option was the best way forward for Meorient? Pan had to make a choice. Some of the top management team members believed Meorient should completely transform into a digital platform company and provide comprehensive online digital exhibition services. Over the previous 20 years, Meorient had accumulated a large amount of data from domestic and foreign exhibitors and professional buyers and had gradually developed a digital exhibition platform. It was one of the companies that pioneered digital transformation within China’s exhibition industry. More conservative thinking held that Meorient's strategy should focus more narrowly on the integration of online and offline exhibition businesses. Toward the post-pandemic era, China’s national strategy of “Digital China” accelerated the development of digital infrastructures. During such critical transitional period, Meorient had to choose wisely if it was to sustain its profits or even survive. Complexity academic level: The case is aimed at students in undergraduate, MBA, short course executive, EMBA or other executive education programs, especially where digital transformation is featured subject matter. Supplementary materials: Teaching notes are available for educators only. Subject code: CSS 11: Strategy.",Digital marketing; Service innovation; Strategic management/planning; Technology management/strategy,2022,2,10.1108/EEMCS-07-2021-0236,Bai O.,Emerald Emerging Markets Case Studies,2-s2.0-85139426693
Harnessing digital transformation and FinTech for green innovation and environmental sustainability: empirical evidence,"Purpose – This empirical research aims to analyze the impact of digital transformation and financial technology (FinTech) adoption on green innovation and how these factors contribute to enhancing environmental performance within the context of manufacturing firms in Jordan. The study is grounded in the dynamic capabilities view and the natural resource-based view as theoretical foundations. Design/methodology/approach – Data were gathered from 153 managers of Jordanian manufacturing firms through a cross-sectional survey. Partial least-squares structural equation modelling (PLS-SEM) was used to analyze the data and validate the proposed theoretical model. Findings – The findings indicate that digital transformation and FinTech adoption have a positive impact on green innovation. The results also reveal that environmental performance is positively and significantly influenced by digital transformation, FinTech adoption, and green innovation. Research limitations/implications – This study adopts a cross-sectional design, with data collected at a single point in time from manufacturing firms in Jordan. The use of cross-sectional data constrains the ability to capture the dynamic and evolving nature of digital transformation and FinTech, which are inherently continuous processes. Practical implications – The findings suggest that firms should invest in digital transformation and FinTech solutions to support green innovation and improve environmental performance. Policymakers can facilitate this process by strengthening digital infrastructure and providing regulatory and financial support for sustainable digital initiatives. Originality/value – This research contributes to the existing literature by examining how digital transformation and FinTech can be leveraged to foster green innovation, thereby improving environmental performance in the context of an emerging economy.",Digital transformation; Emerging economy; Environmental sustainability; FinTech; Green innovation,2026,2,10.1108/JSMA-08-2025-0332,Al-Okaily A.,Journal of Strategy and Management,2-s2.0-105035340672
Sustainable Logistics and Supply Chain Resilience: A Critical Bibliometric Analysis,"This study conducts a comprehensive bibliometric analysis to examine the intersection of sustainable logistics and supply chain resilience, aiming to uncover emerging trends, influential factors, and critical gaps in the literature. Using the Scopus database, 480 publications published between 2009 and 2024 were systematically analyzed through VOSviewer and Biblioshiny. The findings highlight six dominant themes—decarbonization, reverse logistics, optimization models, circular economy practices, digital transformation, and risk mitigation—that collectively position sustainability as a driver of resilience. The analysis focuses on sustainable logistics practices, including green logistics, circular economy principles, and reverse logistics, alongside digital transformation technologies such as IoT, blockchain, and predictive analytics, to assess their integration into resilience strategies. The analysis reveals a fragmented approach to integrating sustainability and resilience, with practices often treated in isolation. Results indicate that sustainable logistics practices enhance resource efficiency and adaptability but are constrained by the lack of holistic frameworks that integrate diverse sustainability practices with resilience strategies. While environmental dimensions and digital technologies are recognized as critical enablers, social and governance dimensions remain underexplored. Adoption disparities further hinder progress, particularly among SMEs, resource-constrained sectors, and underrepresented regions like Africa and South Asia. The study highlights opportunities to advance foundational theories, including Circular Economy Theory, Dynamic Capabilities Theory, and the LARG model, for aligning sustainability and resilience objectives. The study highlights the importance of developing unified, data-driven frameworks that incorporate ESG principles, sector-specific applications, and inclusive approaches to address geographic and financial disparities. Practically, integrating digital technologies with sustainable logistics practices can strengthen transparency, efficiency, and agility. Meanwhile, policy interventions, targeted incentives, and multi-stakeholder collaboration are essential to overcome implementation barriers and achieve operational sustainability and resilience integration.",Bibliometric analysis; Resilience; Risk management; Supply chain management; Sustainable logistics,2026,2,10.22068/ijiepr.37.1.2316,Abdelaziz S.,International Journal of Industrial Engineering and Production Research,2-s2.0-105043025418
Enhancing digital transformation competency in traditional manufacturing firms: the role of organizational unlearning and strategic flexibility,"Purpose – This study explores how manufacturing firms in emerging economies develop digital transformation competency (DTC). In asset-heavy traditional manufacturing, digital transformation requires high upfront investment and long payback periods, making sustained motivation indispensable; yet prior DTC conceptualizations have underemphasized this motivational dimension. Accordingly, drawing on the ability–motivation–opportunity (AMO) framework, we conceptualize DTC as a composite of transformation ability, motivation, and opportunity seeking. Building on dynamic capabilities theory, we further consider organizational unlearning as a key antecedent of DTC, examine the mediating role of strategic flexibility, and assess how government support and government ties condition these relationships. Design/methodology/approach – A one-year, time-lagged survey of 176 Chinese manufacturing firms was conducted. The survey measured key constructs such as organizational unlearning, strategic flexibility, and DTC. Hierarchical regression analyses were employed to test both direct and moderating effects, as well as the mediation model. Findings – Results show that organizational unlearning positively influences DTC, and strategic flexibility serves as a mediator in this relationship. Government support strengthens the positive effect of unlearning on DTC through strategic flexibility, while government ties weaken this link. These findings highlight how certain forms of institutional capital can either facilitate or constrain the development of DTC. Originality/value – This study offers fresh insights into the mechanisms through which firms develop essential DTC. The moderating roles of government support and government ties further illuminate boundary conditions for effectively leveraging unlearning and strategic flexibility, thereby extending the literature on digital transformation in emerging economies.",Digital transformation competency; Institutional capital; Organizational unlearning; Strategic flexibility; Traditional manufacturing firms,2026,2,10.1108/IMDS-04-2025-0389,Zhang F.,Industrial Management and Data Systems,2-s2.0-105039675404
The role of business intelligence in enhancing e-commerce development: The mediating effect of digital transformation,"This study examines the mediating role of digital transformation (DT) in the relationship between business intelligence (BI) and e-commerce development (ECD). Using survey data from 239 organizations in the Middle East and North Africa (MENA) region and applying partial least squares structural equation modeling (PLS-SEM), the findings confirm strong measurement reliability and significant structural relationships. Results indicate that BI positively influences both DT and ECD, while DT directly enhances e-commerce outcomes. DT partially mediates the BI–ECD relationship, and management support exerts a fully mediated effect through DT. In contrast, BI infrastructure and data collection alone show limited impact unless embedded within comprehensive digital transformation strategies. The study highlights BI as a strategic enabler rather than merely a technical resource, emphasizing the importance of leadership commitment, organizational readiness, and cultural alignment. Theoretically, it integrates the Technology–Organization–Environment (TOE) framework with the dynamic capabilities perspective. Practically, it offers guidance for managers and policymakers seeking to align BI investments with digital transformation initiatives to achieve sustainable e-commerce growth. Overall, the findings underscore the role of BI and DT in fostering resilience.",Business intelligence; Digital sustainability; Digital transformation; Dynamic capabilities; E-commerce development; Mediating effects,2026,2,10.37868/hsd.v8i1.1403,Mustafa S.A.,Heritage and Sustainable Development,2-s2.0-105035194036
